State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,24/09/2015,3000,4000,3500,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,28/09/2015,3000,3800,3400,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,03/10/2015,3000,3800,3400,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,06/10/2015,3000,3800,3400,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,17/10/2015,1600,3000,2300,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,21/10/2015,1600,3000,2300,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,30/10/2015,1400,3100,2250,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,11/11/2015,1400,3000,2200,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,18/11/2015,1800,3600,2700,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,21/11/2015,1600,3200,2400,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,26/11/2015,1600,2800,2200,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,30/11/2015,1600,2400,2000,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,02/12/2015,1000,2000,1500,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,07/12/2015,1000,2200,1600,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,08/12/2015,1000,2200,1600,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,09/12/2015,1000,2000,1500,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,17/12/2015,1000,1600,1300,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,26/12/2015,1000,1600,1300,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,29/12/2015,1000,1800,1400,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,01/06/2015,1800,2200,1900,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,10/06/2015,2200,2700,2400,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,17/06/2015,1800,2400,2200,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,19/06/2015,1800,2400,2200,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,20/06/2015,1800,2300,2100,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,22/06/2015,1800,2300,2100,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,06/07/2015,1700,2300,2100,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,07/07/2015,1800,2300,2100,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,15/07/2015,2000,2600,2400,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,21/07/2015,2000,2600,2400,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,28/07/2015,3000,3300,3150,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,31/07/2015,3400,3800,3600,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,07/08/2015,3400,4000,3600,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,12/08/2015,3400,4000,3600,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,20/08/2015,4200,5200,4600,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,25/08/2015,4000,6000,5000,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,29/08/2015,4000,5000,4500,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,07/09/2015,4000,5000,4500,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,11/09/2015,4000,6000,5000,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,23/09/2015,4000,5000,4500,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,16/10/2015,3000,3200,3100,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,17/10/2015,2600,3000,2800,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,31/10/2015,2600,3000,2800,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,09/11/2015,2600,3000,2800,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,18/11/2015,2600,3600,3100,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,30/11/2015,2000,2800,2400,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,10/12/2015,1000,2000,1500,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,26/12/2015,1000,1800,1400,23
Karnataka,Bangalore,Bangalore,Onion,Puna,FAQ,31/12/2015,1000,1800,1400,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,02/01/2016,100,600,350,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,08/01/2016,100,600,350,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,19/01/2016,100,300,200,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,09/02/2016,100,600,350,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,29/02/2016,100,500,300,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,03/03/2016,100,500,300,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,04/03/2016,100,600,350,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,05/03/2016,100,600,350,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,10/03/2016,100,600,350,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,18/03/2016,100,300,200,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,18/04/2016,100,400,250,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,23/04/2016,100,400,250,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,25/04/2016,100,400,250,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,26/04/2016,100,400,250,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,28/04/2016,100,500,300,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,05/05/2016,100,400,250,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,07/05/2016,100,400,250,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,18/05/2016,100,400,250,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,20/05/2016,100,400,250,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,28/05/2016,100,400,250,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,17/06/2016,100,400,250,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,23/06/2016,100,400,250,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,01/07/2016,100,500,300,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,14/07/2016,200,400,300,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,18/07/2016,200,400,300,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,28/07/2016,200,500,350,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,06/08/2016,200,400,300,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,19/08/2016,100,400,250,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,22/08/2016,200,450,325,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,03/09/2016,200,400,300,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,12/09/2016,200,500,350,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,14/09/2016,200,400,300,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,27/09/2016,100,300,200,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,27/10/2016,100,500,300,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,28/10/2016,100,500,300,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,02/11/2016,100,500,300,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,08/11/2016,100,500,300,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,11/11/2016,100,500,300,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,06/12/2016,50,400,225,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,15/12/2016,100,400,250,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,16/12/2016,100,400,250,23
Karnataka,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,17/12/2016,100,800,350,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,05/01/2016,700,1000,850,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,07/01/2016,700,1000,850,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,14/01/2016,400,1000,700,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,21/01/2016,600,1200,900,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,18/02/2016,600,1000,800,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,22/02/2016,600,900,750,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,24/02/2016,600,900,750,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,25/02/2016,600,900,750,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,02/03/2016,500,800,650,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,15/03/2016,400,700,550,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,21/03/2016,400,700,550,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,28/03/2016,400,700,550,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,01/04/2016,400,700,550,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,02/04/2016,400,600,500,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,05/04/2016,400,600,500,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,16/04/2016,400,600,500,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,22/04/2016,400,600,500,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,10/05/2016,400,700,550,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,11/05/2016,400,700,550,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,13/05/2016,400,700,550,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,17/05/2016,400,700,550,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,25/05/2016,300,600,450,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,06/06/2016,400,600,450,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,10/06/2016,400,700,550,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,14/06/2016,400,700,550,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,21/06/2016,400,700,550,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,23/06/2016,400,600,500,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,02/07/2016,500,800,650,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,05/07/2016,600,800,700,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,08/07/2016,600,900,750,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,13/07/2016,600,900,750,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,16/07/2016,600,800,700,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,27/07/2016,600,800,700,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,29/07/2016,600,800,700,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,01/08/2016,400,600,500,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,09/08/2016,400,600,500,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,19/08/2016,400,700,550,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,22/08/2016,700,800,750,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,30/08/2016,500,700,600,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,06/09/2016,700,900,800,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,16/09/2016,500,700,600,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,22/09/2016,500,700,600,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,24/09/2016,400,700,550,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,26/09/2016,400,700,550,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,22/10/2016,500,700,600,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,25/10/2016,500,600,550,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,16/11/2016,500,1000,800,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,24/11/2016,600,1000,800,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,01/12/2016,500,1000,750,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,03/12/2016,500,1000,750,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,21/12/2016,800,1000,900,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,22/12/2016,600,1000,800,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,26/12/2016,700,900,800,23
Karnataka,Bangalore,Bangalore,Onion,Local,FAQ,27/12/2016,500,900,700,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,01/01/2016,1000,1900,1450,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,11/01/2016,1000,1600,1300,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,12/01/2016,1000,1600,1300,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,13/01/2016,1000,1600,1300,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,21/01/2016,1200,2000,1600,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,23/01/2016,1200,1700,1450,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,09/02/2016,1200,1700,1450,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,15/02/2016,900,1300,1100,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,18/02/2016,1000,1500,1250,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,20/02/2016,1000,1400,1200,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,24/02/2016,900,1300,1100,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,03/03/2016,800,1150,975,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,09/03/2016,800,1100,950,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,18/03/2016,600,900,750,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,22/03/2016,700,800,750,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,23/03/2016,700,800,750,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,30/04/2016,700,1050,875,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,10/05/2016,600,900,750,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,18/05/2016,700,900,800,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,20/05/2016,600,900,750,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,21/05/2016,700,900,800,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,24/05/2016,600,900,750,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,09/06/2016,600,1000,800,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,18/06/2016,700,1000,850,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,21/06/2016,700,1000,850,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,22/06/2016,700,1000,850,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,23/06/2016,600,900,750,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,28/06/2016,600,1000,800,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,13/07/2016,900,1100,1000,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,14/07/2016,800,1000,900,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,16/07/2016,800,1000,900,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,19/07/2016,800,1000,900,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,21/07/2016,800,1000,900,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,23/07/2016,800,1000,900,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,27/07/2016,800,1000,900,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,11/08/2016,600,1000,800,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,16/08/2016,800,1000,900,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,08/09/2016,900,1200,1050,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,12/09/2016,900,1000,950,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,22/09/2016,700,1000,850,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,01/10/2016,700,950,825,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,04/10/2016,700,1000,850,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,05/10/2016,700,1000,850,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,26/10/2016,900,1200,1050,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,27/10/2016,800,1100,950,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,02/11/2016,800,1250,1025,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,04/11/2016,1000,1300,1150,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,07/11/2016,1000,1250,1150,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,09/11/2016,1200,1400,1300,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,10/11/2016,1200,1400,1300,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,11/11/2016,1000,1400,1200,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,18/11/2016,1000,1700,1350,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,21/11/2016,1000,1500,1250,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,28/11/2016,1000,1400,1200,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,02/12/2016,1000,1600,1300,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,05/12/2016,1000,1400,1200,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,06/12/2016,1000,1400,1200,23
Karnataka,Bangalore,Bangalore,Onion,Onion,FAQ,07/12/2016,1000,1400,1200,23
